职位月薪,工作地点,工作性质,工作经验,最低学历,招聘人数,职位类别,公司规模,公司性质,公司行业
4001-6000元/月,西安,全职,无经验,大专,4人,工程造价/预结算,10000人以上,上市公司,计算机软件
8001-10000元/月,北京-西城区,全职,不限,不限,6人,招聘专员/助理,100-499人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,不限,不限,1人,数据分析师,20-99人,外商独资,互联网/电子商务
15001-20000元/月,北京,全职,3-5年,本科,1人,风险管理/控制/稽查,100-499人,民营,互联网/电子商务
4001-8000元/月,福州,全职,不限,大专,5人,数据库管理员,100-499人,民营,IT服务(系统/数据/维护)
7000-8000元/月,上海-静安区,全职,1-3年,不限,1人,数据分析师,20-99人,外商独资,专业服务/咨询(财会/法律/人力资源等)
6001-8000元/月,天津,全职,不限,本科,3人,Java开发工程师,20-99人,民营,计算机软件
3500-6500元/月,深圳-宝安区,全职,1-3年,大专,1人,数据分析师,100-499人,股份制企业,计算机软件
8001-10000元/月,北京,全职,1年以下,大专,10人,需求工程师,20人以下,股份制企业,计算机软件
7000-12000元/月,北京,全职,不限,大专,10人,软件工程师,20人以下,股份制企业,计算机软件
6001-8000元/月,北京-丰台区,全职,1-3年,本科,1人,市场调研与分析,10000人以上,合资,互联网/电子商务
12000-20000元/月,上海,全职,3-5年,不限,1人,数据库管理员,100-499人,民营,计算机软件
10001-15000元/月,北京-朝阳区,全职,不限,不限,2人,数据分析师,100-499人,外商独资,专业服务/咨询(财会/法律/人力资源等)
10000-20000元/月,北京-朝阳区,全职,不限,本科,3人,临床数据分析员,20-99人,民营,IT服务(系统/数据/维护)
4001-6000元/月,沈阳,全职,不限,不限,10人,证券/期货/外汇经纪人,20-99人,股份制企业,基金/证券/期货/投资
4001-6000元/月,沈阳,全职,不限,不限,10人,证券分析/金融研究,20-99人,股份制企业,基金/证券/期货/投资
4001-6000元/月,郑州,全职,不限,大专,1人,房地产评估,1000-9999人,上市公司,互联网/电子商务
4000-8000元/月,长沙,全职,3-5年,大专,2人,销售数据分析,1000-9999人,上市公司,耐用消费品（服饰/纺织/皮革/家具/家电）
10000-18000元/月,上海-青浦区,全职,不限,本科,1人,数据库管理员,100-499人,民营,计算机软件
10000-18000元/月,北京-海淀区,全职,3-5年,大专,1人,数据分析师,100-499人,民营,互联网/电子商务
15000-25000元/月,广州,全职,不限,本科,1人,数据分析师,1000-9999人,民营,互联网/电子商务
4001-6000元/月,西安,全职,1年以下,大专,4人,数据分析师,10000人以上,上市公司,互联网/电子商务
8001-10000元/月,北京-朝阳区,全职,1-3年,大专,8人,会计经理/主管,100-499人,股份制企业,基金/证券/期货/投资
4001-6000元/月,西安,全职,不限,硕士,2人,咨询顾问/咨询员,20-99人,民营,专业服务/咨询(财会/法律/人力资源等)
8001-10000元/月,广州,全职,1-3年,大专,1人,数据运营,1000-9999人,民营,互联网/电子商务
10000-20000元/月,杭州-西湖区,全职,3-5年,本科,1人,销售数据分析,100-499人,合资,互联网/电子商务
6001-8000元/月,北京,全职,不限,大专,8人,买手,100-499人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,实习,不限,不限,8人,证券/投资客户代表,100-499人,股份制企业,基金/证券/期货/投资
3000-5000元/月,贵阳-南明区,全职,不限,大专,4人,数据库开发工程师,100-499人,外商独资,教育/培训/院校
6001-8000元/月,上海,全职,不限,不限,1人,销售数据分析,100-499人,合资,互联网/电子商务
8001-10000元/月,北京-朝阳区,全职,不限,大专,8人,绩效考核专员/助理,100-499人,股份制企业,基金/证券/期货/投资
4001-6000元/月,西安,全职,1年以下,大专,4人,信息技术专员,500-999人,上市公司,互联网/电子商务
6001-8000元/月,成都,全职,3-5年,本科,12人,数据分析师,20人以下,股份制企业,娱乐/体育/休闲
4001-6000元/月,长沙,全职,不限,大专,3人,数据分析师,20-99人,民营,专业服务/咨询(财会/法律/人力资源等)
6000-12000元/月,深圳,全职,1-3年,本科,1人,数据运营,100-499人,股份制企业,基金/证券/期货/投资
20000-30000元/月,北京,全职,3-5年,本科,1人,数据运营,100-499人,民营,互联网/电子商务
20000-30000元/月,北京,全职,3-5年,本科,1人,数据运营,100-499人,民营,互联网/电子商务
6001-8000元/月,天津,全职,1-3年,本科,2人,Java开发工程师,20-99人,民营,计算机软件
8001-10000元/月,哈尔滨-南岗区,全职,3-5年,大专,10人,部门/事业部管理,20人以下,民营,专业服务/咨询(财会/法律/人力资源等)
20001-30000元/月,杭州,全职,3-5年,本科,3人,系统分析员,20-99人,民营,互联网/电子商务
4000-8000元/月,济南,全职,1-3年,本科,1人,数据分析师,100-499人,股份制企业,专业服务/咨询(财会/法律/人力资源等)
6001-8000元/月,北京,全职,1-3年,本科,1人,数据分析师,20-99人,民营,专业服务/咨询(财会/法律/人力资源等)
6001-8000元/月,杭州,全职,不限,不限,1人,销售数据分析,100-499人,民营,互联网/电子商务
6001-8000元/月,南京,全职,不限,大专,8人,数据库开发工程师,20-99人,民营,电子技术/半导体/集成电路
12000-20000元/月,北京,全职,3-5年,本科,1人,数据运营,20-99人,股份制企业,互联网/电子商务
6001-8000元/月,西安,全职,不限,大专,2人,数据分析师,100-499人,民营,专业服务/咨询(财会/法律/人力资源等)
10001-15000元/月,北京,全职,无经验,不限,5人,金融产品经理,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,南京,全职,不限,本科,6人,其他,100-499人,民营,基金/证券/期货/投资
4001-6000元/月,大连,全职,3-5年,本科,4人,数据分析师,20-99人,民营,贸易/进出口
5000-10000元/月,广州,全职,不限,大专,3人,股票/期货操盘手,100-499人,国企,基金/证券/期货/投资
8000-15000元/月,贵阳-观山湖区（金阳新区）,全职,3-5年,本科,1人,系统分析员,100-499人,股份制企业,互联网/电子商务
4001-6000元/月,南京,全职,不限,大专,10人,数据库开发工程师,100-499人,民营,IT服务(系统/数据/维护)
4001-6000元/月,济南-高新区,全职,不限,本科,3人,助理/秘书/文员,100-499人,民营,基金/证券/期货/投资
8000-16000元/月,合肥,全职,3-5年,本科,1人,数据分析师,20-99人,民营,IT服务(系统/数据/维护)
8000-10000元/月,上海-浦东新区,全职,1-3年,本科,2人,销售数据分析,10000人以上,上市公司,互联网/电子商务
6001-8000元/月,南京,全职,不限,不限,5人,咨询顾问/咨询员,保密,保密,保密
4001-6000元/月,郑州,全职,不限,不限,5人,其他,20-99人,其它,IT服务(系统/数据/维护)
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8000-12000元/月,北京-朝阳区,全职,1-3年,本科,1人,数据库开发工程师,100-499人,国企,互联网/电子商务
5000-8000元/月,保定,全职,不限,本科,3人,建筑工程测绘/测量,100-499人,民营,房地产/建筑/建材/工程
7000-14000元/月,成都,全职,不限,不限,5人,系统分析员,20-99人,民营,计算机软件
9000-18000元/月,上海-徐汇区,全职,不限,不限,1人,WEB前端开发,20-99人,民营,计算机软件
3500-6000元/月,长沙,全职,不限,不限,1人,数据分析师,100-499人,民营,互联网/电子商务
6001-8000元/月,沧州,全职,不限,大专,3人,会计/会计师,20-99人,民营,基金/证券/期货/投资
10000-20000元/月,上海-浦东新区,全职,3-5年,本科,1人,风险管理/控制/稽查,100-499人,股份制企业,基金/证券/期货/投资
3000-6000元/月,长沙-雨花区,全职,不限,大专,3人,业务分析经理/主管,100-499人,民营,旅游/度假
6001-8000元/月,沧州,全职,不限,大专,3人,互联网产品专员/助理,20-99人,民营,基金/证券/期货/投资
4001-6000元/月,西安,全职,不限,大专,3人,软件工程师,10000人以上,上市公司,互联网/电子商务
6001-8000元/月,济南,全职,不限,不限,10人,证券分析/金融研究,100-499人,民营,基金/证券/期货/投资
30001-50000元/月,北京,全职,不限,本科,1人,高级软件工程师,20-99人,民营,中介服务
3000-5000元/月,郑州,全职,不限,本科,5人,算法工程师,100-499人,股份制企业,IT服务(系统/数据/维护)
6000-8000元/月,南京-秦淮区,全职,不限,大专,3人,数据分析师,100-499人,民营,计算机软件
6001-8000元/月,南京,全职,不限,硕士,8人,生物工程/生物制药,100-499人,民营,医药/生物工程
4001-6000元/月,郑州,全职,1-3年,本科,5人,数据库开发工程师,100-499人,股份制企业,IT服务(系统/数据/维护)
4000-6000元/月,北京-朝阳区,全职,不限,本科,1人,数据分析师,100-499人,民营,广告/会展/公关
4001-6000元/月,杭州-下城区,全职,1-3年,本科,3人,信息技术专员,100-499人,合资,互联网/电子商务
6001-8000元/月,天津,全职,1-3年,本科,4人,数据库开发工程师,20-99人,民营,计算机软件
8001-10000元/月,上海-青浦区,全职,1-3年,本科,1人,系统分析员,500-999人,股份制企业,娱乐/体育/休闲
10000-20000元/月,北京-昌平区,全职,5-10年,本科,3人,系统架构设计师,100-499人,国企,计算机软件
6001-8000元/月,大连,全职,不限,不限,10人,金融/经济研究员,20-99人,股份制企业,基金/证券/期货/投资
4000-8000元/月,广州-白云区,全职,1-3年,大专,1人,统计员,1000-9999人,民营,银行
4001-6000元/月,天津-和平区,全职,不限,不限,2人,数据分析师,100-499人,民营,计算机软件
4000-7000元/月,长沙,全职,1年以下,本科,1人,数据运营,100-499人,民营,互联网/电子商务
4001-6000元/月,西安-碑林区,全职,无经验,大专,4人,其他,100-499人,股份制企业,计算机软件
10001-15000元/月,大连,全职,3-5年,大专,1人,业务分析经理/主管,100-499人,上市公司,互联网/电子商务
8000-16000元/月,广州,全职,不限,不限,3人,证券/期货/外汇经纪人,100-499人,国企,基金/证券/期货/投资
8000-12000元/月,上海,全职,1-3年,硕士,1人,市场调研与分析,20-99人,其它,专业服务/咨询(财会/法律/人力资源等)
4000-8000元/月,邢台,全职,不限,本科,10人,环保技术工程师,100-499人,民营,环保
2500-5000元/月,无锡-惠山区,全职,1-3年,大专,2人,网络运营管理,100-499人,民营,加工制造（原料加工/模具）
4000-6000元/月,郑州,全职,不限,大专,5人,数据分析师,20-99人,民营,互联网/电子商务
4001-6000元/月,长沙,全职,不限,大专,2人,助理/秘书/文员,20-99人,民营,零售/批发
4001-6000元/月,福州-仓山区,全职,1-3年,大专,1人,数据运营,20-99人,民营,互联网/电子商务
2001-4000元/月,郑州,全职,不限,大专,6人,数据分析师,20人以下,股份制企业,快速消费品（食品/饮料/烟酒/日化）
4001-6000元/月,威海,全职,3-5年,本科,5人,数据分析师,20人以下,股份制企业,IT服务(系统/数据/维护)
4001-6000元/月,洛阳,全职,不限,本科,3人,环境评价工程师,100-499人,股份制企业,环保
8000-12000元/月,上海,全职,1-3年,不限,1人,数据运营,20-99人,民营,互联网/电子商务
6000-8000元/月,上海,全职,1-3年,大专,3人,数据运营,100-499人,民营,基金/证券/期货/投资
8001-10000元/月,贵阳,全职,不限,不限,1人,系统分析员,100-499人,民营,计算机软件
4500-8000元/月,福州,全职,不限,大专,5人,数据分析师,100-499人,民营,IT服务(系统/数据/维护)
10000-20000元/月,北京,全职,3-5年,本科,1人,数据分析师,20人以下,民营,专业服务/咨询(财会/法律/人力资源等)
6001-8000元/月,哈尔滨,全职,1-3年,本科,1人,数据分析师,100-499人,民营,计算机软件
10000-20000元/月,广州-天河区,全职,不限,不限,1人,数据分析师,100-499人,民营,教育/培训/院校
5000-7800元/月,上海-静安区,全职,不限,本科,1人,情报信息分析,20-99人,外商独资,专业服务/咨询(财会/法律/人力资源等)
4000-8000元/月,天津,全职,不限,不限,1人,数据运营,100-499人,民营,互联网/电子商务
6001-8000元/月,南京,全职,不限,大专,3人,数据库开发工程师,100-499人,民营,计算机软件
10000-20000元/月,上海-徐汇区,全职,1-3年,本科,1人,风险控制,20-99人,合资,互联网/电子商务
5500-11000元/月,广州,全职,不限,不限,3人,证券/期货/外汇经纪人,100-499人,国企,基金/证券/期货/投资
6000-10000元/月,厦门,全职,不限,大专,1人,数据运营,20-99人,民营,IT服务(系统/数据/维护)
10000-20000元/月,海口,全职,5-10年,本科,1人,其他,100-499人,合资,通信/电信运营、增值服务
20000-35000元/月,上海,全职,3-5年,本科,1人,系统分析员,100-499人,民营,互联网/电子商务
8001-10000元/月,南京,全职,1-3年,大专,4人,证券/期货/外汇经纪人,100-499人,民营,基金/证券/期货/投资
20001-30000元/月,宁波,全职,3-5年,本科,1人,数据分析师,1000-9999人,民营,能源/矿产/采掘/冶炼
